id,title,description,date,time,location,type,image_url,registration_url,tags,status,created_at,updated_at
032774d8-62d3-4bf3-971e-a903f936afb4,Startup Shot,"A high-energy half-day at La Grand Poste packed with an inspiration talk, six hands-on workshops and an “Apéro Testing” to meet founders, mentors and investors—everything you need to turn a startup idea into action.  ",2025-09-23,12:00:00,"Quai Sur-Meuse, Liège",Meetup,https://passpass.be/_next/image?url=https%3A%2F%2Ffirebasestorage.googleapis.com%2Fv0%2Fb%2Fpasspass-c87ad.appspot.com%2Fo%2Fevents%252F449%252FH2IgyGKxopooTqh8-big.webp%3Falt%3Dmedia&w=1920&q=75,https://passpass.be/en/events/449/startup-shot,[],PUBLISHED,2025-08-01 10:12:34.068581+00,2025-08-01 10:24:47.818498+00
07017bb8-ec18-4369-a388-74b7bf73c5be,''AI/ML Coaching : Building PoCs,"
Ready to kickstart your AI/ML Journey? Start developing your own AI Proof-of-Concept with expert guidance –  from Vrije Universiteit Brussels AI Lab.
Full title : AI/ML Coaching Sessions : Building Successful Proof of Concepts


Objective

This one-on-one coaching service offers a hands-on and strategic approach to launching AI/ML Proof-of-Concept (PoC) projects. You’ll combine foundational theory with practical steps, receiving tailored coaching to shape and execute your own PoC strategy – aligned with your organization’s needs.


Who Is This For?

Professionals from SMEs, MidCaps, and Nonprofits based in Brussels who are motivated to explore and build their own AI/ML PoC projects.


What’s Included?

    At least two coaching sessions
    Customized project guidance, tailored to your business context
    Direct feedback on your ideas and strategy


 What You’ll Gain

    A solid theoretical introduction to AI/ML PoCs
    A clear framework to structure and plan your project
    Personalized guidance to formulate and execute a PoC strategy that fits your goals
    Ongoing expert insights, based on your context and readiness


Your Coach: Corneliu Cofaru - Senior Postdoctoral Researcher @ VUB AI Lab

Corneliu Cofaru holds a PhD in Computer Science from Ghent University (2012). He brings years of experience as an AI engineer, consultant, and open-source developer. Since 2020, he’s been leading applied AI research at the VUB AI Lab, focusing on knowledge-driven AutoML and real-world AI applications.


Pricing & Eligibility

Thanks to support from the European Commission and Innoviris (via the European Digital Innovation Hub sustAIn.brussels) this service is free of charge (0 €) for eligible SMEs and MidCaps based in Brussels under de minimis declaration.  Large companies and participants without a company will need to pay a fee per participant.

A valid VAT number is required.


What Happens After You Register?

Once you register on Eventbrite, we’ll get in touch to confirm your company’s eligibility and guide you through the next steps. We encourage you to register to get you started on your sustainable & digital ambitions.


Inquiries

Please contact diana@sustain.brussels for any questions you might have.


Organizers

    VUB AI Lab The Artificial Intelligence Lab at Vrije Universiteit Brussel (VUB) is one of the oldest AI research labs in Europe, founded in 1983. The lab conducts cutting-edge research in machine learning, knowledge representation, and autonomous systems, with a strong focus on real-world, responsible AI applications that serve both industry and society.
    SustAIn.brussels is a European Digital Innovation Hub in Brussels that serves as a single point of access to sustainable and digital innovation in Brussels with a focus on AI and other emerging technologies. Supported by the European Commission, Innoviris and hub.brussels.",2025-09-18,09:30:00, sustAIn.brussels Kantersteen 16 1000 Brussel Belgique ,Workshop,https://www.sustain.brussels/web/image/12390-c20a9c81/Event%20%27Workshop%20AIML%20%3A%20Building%20Successful%20Proof%20of%20Concepts%27%20cover%20image.webp,https://www.sustain.brussels/fr_BE/event/ai-ml-coaching-sessions-building-successful-proof-of-concepts-171/register,"[""SMEs"",""de minimis"",""AI"",""ML"",""PoC""]",PUBLISHED,2025-08-12 20:02:08.983032+00,2025-08-12 21:33:15.112981+00
0f220364-66a9-49c4-98e8-1911daf5c7df,Product Apéro ⚡️ Product Delight,"​Join us on September 17th for our next Product Apéro, where we’ll explore what truly makes a product lovable, not just usable.

​‍Most products today are built to solve problems. But the ones we remember? The ones we recommend, obsess over, and come back to? They go one step further: they delight.

​‍In this special Product Apéro, we’re thrilled to welcome Nesrine Changuel, product coach, author, and former product leader at Google, Spotify, and Microsoft, to unpack the concept of Product Delight, a powerful approach to building emotional connection into your product strategy.

​🎙️ Our speaker

​Nesrine Changuel is a product coach, trainer, speaker, and author. With a background in research and over a decade of product experience, she has built products used by millions like Chrome, Meet, Spotify, and Skype. Nesrine is known for her focus on emotional connection and user delight. Today, she helps teams create products people don’t just use, but truly love.

​🗓️ Agenda
​18:30: Check-in & networking
19:00: Keynote
19:30: Discussion + Q&A From
20:00: Networking, free pizza & beers 🍕🍺

​You’ll walk away with
​✨ A deep understanding of Product Delight

​🛠️ Techniques to integrate delight into your roadmap,

​📊 Methods to measure emotional engagement‍

​✅ New connections with product peers who want to elevate the emotional quality of what they build

​📍Brussels, Belgium

​🎟️ Spots are limited! Reserve your seat now.",2025-09-17,18:30:00,"Brussels Brussels, Brussels",Other,"https://images.lumacdn.com/cdn-cgi/image/format=auto,fit=cover,dpr=2,background=white,quality=75,width=280,height=280/event-covers/dp/0a80100f-4a9d-4a01-a0ae-725578bc5e46.png",https://lu.ma/awc4ol3q,"[""UX""]",PUBLISHED,2025-08-01 10:01:13.744874+00,2025-08-01 10:01:25.000416+00
130ea5c6-714a-4cae-8865-d39c860718dd,''AI/ML Coaching : Building PoCs,"Ready to kickstart your AI/ML Journey? Start developing your own AI Proof-of-Concept with expert guidance –  from Vrije Universiteit Brussels AI Lab.
full title : AI/ML Coaching Sessions : Building Successful Proof of Concepts

Objective

This one-on-one coaching service offers a hands-on and strategic approach to launching AI/ML Proof-of-Concept (PoC) projects. You’ll combine foundational theory with practical steps, receiving tailored coaching to shape and execute your own PoC strategy – aligned with your organization’s needs.


Who Is This For?

Professionals from SMEs, MidCaps, and Nonprofits based in Brussels who are motivated to explore and build their own AI/ML PoC projects.


What’s Included?

    At least two coaching sessions
    Customized project guidance, tailored to your business context
    Direct feedback on your ideas and strategy


 What You’ll Gain

    A solid theoretical introduction to AI/ML PoCs
    A clear framework to structure and plan your project
    Personalized guidance to formulate and execute a PoC strategy that fits your goals
    Ongoing expert insights, based on your context and readiness


Your Coach: Corneliu Cofaru - Senior Postdoctoral Researcher @ VUB AI Lab

Corneliu Cofaru holds a PhD in Computer Science from Ghent University (2012). He brings years of experience as an AI engineer, consultant, and open-source developer. Since 2020, he’s been leading applied AI research at the VUB AI Lab, focusing on knowledge-driven AutoML and real-world AI applications.


Pricing & Eligibility

Thanks to support from the European Commission and Innoviris (via the European Digital Innovation Hub sustAIn.brussels) this service is free of charge (0 €) for eligible SMEs and MidCaps based in Brussels under de minimis declaration.  Large companies and participants without a company will need to pay a fee per participant.

A valid VAT number is required.


What Happens After You Register?

Once you register on Eventbrite, we’ll get in touch to confirm your company’s eligibility and guide you through the next steps. We encourage you to register to get you started on your sustainable & digital ambitions.


Inquiries

Please contact diana@sustain.brussels for any questions you might have.


Organizers

    VUB AI Lab The Artificial Intelligence Lab at Vrije Universiteit Brussel (VUB) is one of the oldest AI research labs in Europe, founded in 1983. The lab conducts cutting-edge research in machine learning, knowledge representation, and autonomous systems, with a strong focus on real-world, responsible AI applications that serve both industry and society.
    SustAIn.brussels is a European Digital Innovation Hub in Brussels that serves as a single point of access to sustainable and digital innovation in Brussels with a focus on AI and other emerging technologies. Supported by the European Commission, Innoviris and hub.brussels.",2025-10-08,09:30:00, sustAIn.brussels Kantersteen 16 1000 Brussel Belgique ,Workshop,https://www.sustain.brussels/web/image/12390-c20a9c81/Event%20%27Workshop%20AIML%20%3A%20Building%20Successful%20Proof%20of%20Concepts%27%20cover%20image.webp,https://www.sustain.brussels/fr_BE/event/ai-ml-coaching-sessions-building-successful-proof-of-concepts-172/register,"[""AI"",""PoC"",""SMEs"",""ML"",""de minimis""]",PUBLISHED,2025-08-12 20:09:45.930829+00,2025-08-12 21:32:55.577488+00
13e8dbc9-0bac-4e18-be4c-cca2d49082ec,9th NASCE Scientific Meeting​ - AI & training: friend or foe?,"We are happy to invite you to the 9th international scientific meeting of NASCE ""AI & Training: Friend or Foe?"" by ITCIT (Ghent University Hospital) and Orsi Academy in Ghent, Belgium.


    TRAIN THE TRAINER COURSE: Enhance your impact as a trainer! This hands-on course offers practical tools & insights to elevate your skills by learning from experts.
    SCIENTIFIC SESSIONS: Is AI a friend of foe in medical education? Explore the impact of AI on surgical training & join the experts as they present cutting-edge research.
    ABSTRACT SUBMISSION: Showcase your work! Submit your abstract & share your insights on surgical training.
    NETWORKING WITH WALKING DINNER: Connect with peers & experts over a delightful culinary experience in a relaxed atmosphere.


Don't miss out - secure your spot today and be part of this international gathering with hands-on train the trainer course, scientific sessions, abstract submissions and networking walking dinner.

Find all information & the scientific program on our official eventpage: www.nasce-meeting-2025.com

We look forward to welcoming you!",2025-10-06,08:00:00,Orsi Academy 12 Proefhoevestraat 9090 Melle,Conference,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1002511043%2F2715554527481%2F1%2Foriginal.20250407-091356?crop=focalpoint&fit=crop&w=940&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.0511363636364&fp-y=0.494402985075&s=d5a162b7478171ee574041ec30277746,https://www.eventbrite.be/e/9th-nasce-scientific-meeting-ai-training-friend-or-foe-tickets-1315966263519?aff=ebdssbthingstodo,"[""research"",""upskilling"",""AI"",""networking""]",PUBLISHED,2025-08-12 23:18:11.164115+00,2025-08-12 23:18:11.164115+00
15819e43-5995-4c0f-aeb9-ee4d337174bc,HashiCorp UG Belgium: Back To School Edition,"Details

It's been a while! 👋

Time to dust off those Terraform configs and get back into the groove.

Our HashiCorp User Group is making a comeback with the Back to School Edition on September 9th.

We're still building the agenda, but here's what's locked in:

✅ HashiCorp representation
✅ Pizza (obviously)

Got a company that wants to host? We're all ears. If no one steps up, no worries. We've got our trusty backup location in Kontich ready to go.

Since we have time to get this right, tell us what you want to hear about.

Infrastructure challenges keeping you up at night? New HashiCorp features you're curious about? That one Vault setup that's been haunting your dreams?

This is your chance to shape an evening that's worth leaving the office for.
Drop us a message with your topic requests or hosting interest.",2025-09-09,18:00:00,Veldkant 4 Veldkant 4 · Kontich,Meetup,https://secure.meetupstatic.com/photos/event/1/6/1/highres_529080353.webp?w=384,https://www.meetup.com/belgium-hashicorp-user-group/events/309589682/?notificationId=%3Cinbox%3E%21387269169-1754307529413&eventOrigin=notifications,"[""Infra"",""DevOps""]",PUBLISHED,2025-08-12 22:04:43.770016+00,2025-08-12 22:05:01.314872+00
180a6f36-18a6-4a55-9e6b-530e91b7ebac,L'IA dans l'industrie : les moteurs du succès,"18:30 - 19:20

Keynote par Mieke De Ketelaere
L’IA générative est en train de connaître une évolution fulgurante, bouleversant le secteur manufacturier en renforçant l’automatisation, la production et l’efficacité globale. Cette keynote mettra e...

19:20 - 20:00

Tables rondes
Discussion de groupe sur des sous-thématiques modérées par des expert·es du secteur (à sélectionner lors de l'inscription) : Compétences, Data, Sécurité, Innovation, Performance, Planification, Durab...

20:00 - 20:40

Débat de clôture
Débat de clôture avec la keynote et les expert·es locaux.

20:40 - 22:00

Networking & walking dinner",2025-09-29,18:30:00,"DÔME Rue des Olympiades, 2 6000 Charleroi",Conference,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063333103%2F328025757773%2F1%2Foriginal.20250630-140739?w=940&auto=format%2Ccompress&q=75&sharp=10&s=c77c25b16070b0d3e99e19a05d3b5f56,https://www.eventbrite.be/e/billets-lia-dans-lindustrie-les-moteurs-du-succes-1430192717919?aff=ebdssbthingstodo,"[""FR"",""industry"",""business"",""AI""]",PUBLISHED,2025-08-12 23:16:21.371609+00,2025-08-12 23:16:21.371609+00
1880aa5a-48d8-40fb-bdc0-a092adc02ce9,Software Freedom Day,"Introduction

Every year on the third Saturday of September, hackers, free software users and open source adepts celebrate Free Software Day. For this event, HSBXL organises a day of interesting talks on the merrits, uses and principles of free and open source software, as well as adjacent topics such as privacy, open data and security. Join us for a great day of talks with a nice meal at the end and drinks and snacks throughout the day. The event is free as in freedom, so please pay your drinks, but we can flash a Linux ISO on your USB flashdrive if you’d like!
Talk Schedule

Talks will start at 13:00.
It’s about people, stupid (Stijn Vanhandsaeme)

    Prior knowledge: None needed
    Format: Presentation
    Language: English

It is always nice to develop cool projects, be idealistic and exchange geek talk, but how can we use this to help non-technical people? Stijn Vanhandsaeme presents the case of Nubo, a Belgian based cooperative offering mail and cloud, as a way to explore helping non-geek people use Free Software in their daily life. we will explore how this utimately is about building an economically stable project and how do the principles of Free Sotware correspond with the kind of economy we want to build.
From ASCII to JPEG: Hacking Image Compression (Ramiro Polla)

    Prior knowledge: None needed
    Format: Presentation
    Language: English

Ramiro will introduce us to his ascii-jpeg project, a plain-text JPEG generator that challenges our understanding of file formats. This short presentation will reveal how the project creates a single, self-describing file that is simultaneously a valid JPEG image and a readable ASCII text file. We’ll explore the clever techniques used to bridge this gap, demonstrating a creative and unexpected use of open standards and showcasing the kind of ingenuity that is at the heart of the free software movement.
Free software in robotics: build your own autonomous systems (Arne Baeyens)

    Prior knowledge: None needed
    Format: Presentation
    Language: English

Robotics software has progressed by leaps and bounds over the past years and now is an excellent time to build your own intelligent physical systems, from autonomous lawnmowers to aerial vehicles. In this talk, Arne introduces relevant robotics concepts and discusses several robotics free software projects, covering topics such as intra- and inter-robot communication, control and behavior, simulation as well as development tooling. By the end of this talk, you will have a good idea what software to use in your FOSS-based robotics projects.
Federated immersive learning, why and how (Fabien Bénétou)

    Prior knowledge: None needed
    Format: Presentation
    Language: English

We take a dive into the world of education with a talk on Federated Immersive Learning. Fabien will explore why and how open-source technologies like WebXR and ActivityPub can be used for building a decentralized, creative, and collaborative learning environment, empowering students to actively shape their own educational experiences. more information on the projects nlnet page
Why we need Digital Sovereignty and where it comes from (Sebastian Raible)

    Prior knowledge: None needed
    Format: Presentation
    Language: English

The debate surrounding technological or digital sovereignty has been ongoing for a while, but recently gained traction particularly with Trump back in office. Beyond decreasing dependencies in Europe, and investing in Open Source, one fundamental goal of digital sovereignty must be to protect fundamental rights. Sebastian’s presentation will trace the debate back to the industrial espionage that was revealed in the 2013 Snowden disclosures, data protection, and other fundamental rights in the digital age.

Sebastian is an independent political consultant and has previously worked in the European Parliament as policy advisor since 2015.
A Taste of Open Data: Exploring the Open Food Facts Project (April Bilbrey)

    Prior knowledge: None needed
    Format: Presentation
    Language: English

Join us for a talk about Open Food Facts, the world’s largest open-source food database and a recently recognized U.N. Digital Public Good. April Bilbrey, a regular volunteer and board member, will give a “show and tell” of this collaborative project, highlighting how their app empowers users to access and contribute data, including things like nutri-score , eco-score and packaging. Come learn how you can get involved with this impactful, community-driven initiative.
Panel: Looking under the white hat of professional hackers

    Prior knowledge: None needed
    Format: Panel conversation
    Language: English
    Note: This talk will not be recorded or streamed

JeGeVa, Erik and Cedric have been making a living off of ethical hacking and cybersecurity for over a decade. In this talk they will share their stories and experiences from throughout their career, and explain how Free and Open Source Software has played a role along that path. We will end the session with a round of questions. We will see what they can — and are allowed to — tell us…
Livestream

For those who can’t make it to Brussels this year, most talks will be available through a livestream on PeerTube. Of course a stream will never have the same great vibes and audience interaction as joining us live, so if you’re able to come to the hackerspace, we very much recommend it.
side activities
Food and drinks

    There is a wide range of drinks and snacks available at the space at very reasonable prices
    At the end of the day we will have dinner together. If weather permits it will be a barbecue, otherwise we will cook a hot dish. We will also offer vegetarian and vegan options. Please check again later for more details and a registration form for the dinner.

🕹 Play a FOSS arcade game

Play Tux Racer, SuperTux or one of the other cool FOSS games on our arcade box.
🎨 Artists challenge

For participants of Software Freedom Day, Huion is challenging you to create a digital artwork using FOSS software (Krita, GIMP, Inkscape, Blender, FreeCAD, MyPaint, Tux Paint, …) expressing the joys or importance of Software Freedom. More details and submissions on the Digital Freedoms website!

Notice: age is taken in account. Contributions of all ages are welcomed!
International Software Feedom Day

Software Freedom Day is a global event coordinated by the Digital Freedom Foundation. Find out more below about Software Freedom Day beyond HSBXL below.

    Software Freedom Day main page
    The page pointing to this participation

",2025-09-20,11:30:00,"53, Rue d'Osseghem, 1080 Brussels",Conference,https://hsbxl.be/images/sfd_banner_celebrate.jpg,https://hsbxl.be/events/software-freedom-day/2025-09-20/,"[""OSS"",""Open source"",""international""]",PUBLISHED,2025-08-21 17:08:31.93157+00,2025-08-21 17:08:31.93157+00
1996ef18-878f-4634-8595-ab2148ff8865,GenAI-schrijftools: hands-on met GenAI,"Wat leer je? ​
Van ChatGPT, Claude en Copilot tot gespecialiseerde copywriting-AI’s: wat is het scala aan GenAI tools waarmee je aan de slag kan en hoe maak je hierin een keuze? In deze sessie nodigen we je uit in ons testlabo en experimenteren we met verschillende generatieve AI-tools die je kunnen helpen bij het schrijven van blogs, social posts, advertenties en meer. Je ervaart hoe je AI inzet als assistent zonder je eigen stijl en creativiteit te verliezen.​

Voor wie? ​
Contentcreators, marketing- en communicatieprofessionals die praktische ervaring willen opdoen met verschillende GenAI-schrijftools.​

Voorkennis?​
Enige ervaring met AI-gestuurde tekstgeneratie of deelname aan Masterclass 2 is aanbevolen.


Heb je vragen?

Contacteer gerust Eulaly Vanroelen (eulaly.vanroelen@thomasmore.be)

Andere sessies in deze opleidingsreeks:

Masterclass 1: Gebruik van LLM's: back to basics

Masterclass 2: Converseren met AI: beyond the basics

Masterclass 3: GenAI-schrijftools: hands-on met GenAI

Masterclass 4: Doelgroepgericht communiceren: GenAI on target


Neem je deel aan alle masterclasses in de reeks? Dan ontvang je van Thomas More een certificaat dat aantoont dat je deze jaarreeks volledig hebt doorlopen. Een mooie bekroning van jouw inzet en groei als contentprofessional in het gebruik van GenAI voor sterke content.

Praktisch

Kom je met de wagen naar Campus De Ham?


In de nabije omgeving zijn er een aantal (betalende) publieke parkings aanwezig: parking Station Mechelen, parking Mechelen Bruul en parking Zandpoorvest liggen op 5 minuten wandelen van onze campus.

Je kan ook gebruik maken van de gratis randparkings Douaneplein en De Nekker die zich respectievelijk op 15 en 20 minuten wandelen van onze campus bevinden.


Opgepast: De Mechelse Vesten zijn inmiddels heringericht met eenrichtingsverkeer voor auto’s. Ontdek via deze routeplanner hoe je onze campus het makkelijkst kan bereiken of gebruik de routeplanner Google Maps of Waze, die beiden aangepast zijn aan de laatste verkeerswijzigingen in Mechelen.

Maak je gebruik van het openbaar vervoer?


Campus De Ham ligt op 750 m van het station Mechelen en op 800 m van het station Mechelen-Nekkerspoel.

Doe je beroep op De Lijn? Bushalte Zandpoortvest bevindt zich op enkele meters van onze campus.
Tags

    Evenementen in BelgiëEvenementen in AntwerpenEvenementen in MechelenCursussen in MechelenCursussen in Zakelijk in Mechelen

Georganiseerd door
Thomas More-hogeschool
140 volgers
2.8k bezoekers verwelkomd

Website van organisator
Meer evenementen van deze organisator
Doelgroepgericht communiceren: GenAI on target
Doelgroepgericht communiceren: GenAI on target
do., dec. 11, 14:00
Thomas More Mechelen - Campus De Vest • Mechelen
Vanaf €89.00
Thomas More-hogeschool
140 volgers
Doelgroepgericht communiceren: GenAI on target
Smart Machining 2025
Smart Machining 2025
wo., sep. 10, 13:00
Thomas More Campus de Nayer • Sint-Katelijne-Waver
Gratis
Thomas More-hogeschool
140 volgers
Smart Machining 2025
€ 89
",2025-10-02,13:00:00,Thomas More Mechelen - Campus De Ham 21 bis Raghenoplein 2800 Mechelen,Workshop,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F980774833%2F2019560018583%2F1%2Foriginal.20250311-144235?crop=focalpoint&fit=crop&w=940&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.00477272727273&fp-y=0.00509328358209&s=de0aea27b5369d8b0d04d762d6a37751,https://www.eventbrite.be/e/tickets-genai-schrijftools-hands-on-met-genai-1279303343739?aff=erellivmlt,"[""GenAI"",""Writing""]",PUBLISHED,2025-08-12 23:01:10.330651+00,2025-08-12 23:01:10.330651+00
25739315-afec-4573-9811-24322a0a2094,Joint International Bioinformatics Hackathon - Antwerp,"This is the third edition of our joint International Hackathon – now featuring 3 venues: Babraham Institute, University of Cambridge - VIB, University of Antwerp – University of Newcastle!

Join us for an exciting event that will bring together computational scientists across Belgium and the UK in the field of life sciences and technology. The Joint VIB-UAntwerp - Babraham Institute – Newcastle University Hackathon is your chance to collaborate and innovate in a vibrant stress-free space!

Starting on Monday September 8th, 2025, this 3-day in-person event will take place at

    Campus Groenenborger of the University of Antwerp
    Downing Site of the University of Cambridge
    University Of Newcastle

side-by-side!

Whether you're an advanced coder or a beginner, this hackathon is open to everyone! Lead on your own project or join a team, and tackle challenges that span a wide range of topics, including genomics, bioinformatics, data analysis, and more. The hackathon will run for ~8h a day and will also include mini-challenges as well as a welcome dinner and a quiz&pizza event.

Don't miss out! Mark your calendars and be part of the Joint VIB - University of Antwerp - Babraham Institute - Cambridge University – University of Newcastle Hackathon!

Be sure to register for the venue you will attend in person!",2025-09-08,10:30:00,UAntwerpen - Campus Groenenborger 2020 Antwerpen,Hackathon,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1047320333%2F502879527887%2F1%2Foriginal.20250606-105333?w=940&auto=format%2Ccompress&q=75&sharp=10&s=8c2d2efedcd219624d6698d5afee76ba,https://www.eventbrite.com/e/joint-international-bioinformatics-hackathon-antwerp-tickets-1399907423789?aff=ebdssbdestsearch,"[""Bioinformatics"",""Hackathon""]",PUBLISHED,2025-08-12 20:57:47.444539+00,2025-08-12 20:57:47.444539+00
